,team_num,Team,Efficiency: (Wins/avg_Time),Wins,Avg Time Win,SD Time Win,Avg Time Loss,SD Time Loss,Losses to Lorelei,Losses to Bruno,Losses to Agatha,Losses to Lance,Nemesis,Nemesis Losses
49,35902,"clefairy, electrode, magikarp, clefairy, mewtwo, vulpix",,0,,,16.37,7.53,91,6,3,0,jynx,33
50,35570,"kakuna, lickitung, nidoqueen, weepinbell, magneton, dragonite",,0,,,15.71,7.63,79,10,11,0,lapras,41
51,39517,"pikachu, pinsir, tauros, beedrill, golbat, growlithe",,0,,,11.49,5.05,78,2,18,2,lapras,38
52,39965,"alakazam, starmie, rattata, caterpie, pidgeot, nidoran-m",,0,,,10.04,2.96,100,0,0,0,slowbro,51
53,36465,"arcanine, poliwrath, ninetales, kabutops, tangela, raticate",,0,,,18.34,6.02,52,11,37,0,lapras,42
54,36817,"nidoking, seadra, starmie, parasect, kabutops, persian",,0,,,19.5,6.02,55,9,36,0,lapras,42
55,37582,"golduck, snorlax, weedle, dragonair, seel, onix",,0,,,22.64,10.15,52,29,19,0,lapras,38
56,32909,"charmeleon, vileplume, marowak, nidoking, cloyster, zapdos",0.056657223796034,2,35.3,2.83,18.39,5.5,24,0,73,1,gengar,51
57,37225,"bulbasaur, golbat, exeggutor, magikarp, vileplume, psyduck",,0,,,12.62,6.2,80,7,12,1,jynx,38
58,37553,"kabutops, snorlax, snorlax, flareon, clefable, sandslash",,0,,,31.52,7.43,2,11,87,0,gengar,65
59,37921,"charmander, geodude, magikarp, kabuto, haunter, porygon",,0,,,11.69,5.51,82,4,12,2,jynx,30
60,36313,"rhydon, porygon, onix, voltorb, victreebel, weepinbell",,0,,,9.64,4.42,90,4,6,0,jynx,35
61,39261,"poliwag, krabby, vaporeon, poliwhirl, marowak, voltorb",,0,,,15.48,4.89,95,5,0,0,lapras,37
62,35206,"exeggcute, porygon, golem, drowzee, gastly, dragonair",0.0251889168765743,1,39.7,,14.05,6.74,71,2,26,0,jynx,32
63,30558,"articuno, tentacool, butterfree, koffing, shellder, kabutops",,0,,,14.72,4.84,85,1,14,0,lapras,38
64,31318,"mew, mr. mime, paras, dratini, clefairy, dragonair",,0,,,19.13,6.97,99,1,0,0,cloyster,40
65,34834,"ninetales, exeggcute, hypno, rhyhorn, sandslash, haunter",0.121891760117016,5,41.02,4.32,17.08,8.74,65,1,28,1,lapras,36
66,34446,"pidgey, blastoise, gyarados, oddish, machamp, wigglytuff",,0,,,21.26,5.09,12,2,86,0,gengar,44
67,38421,"raticate, zubat, muk, nidorino, cubone, kadabra",,0,,,11.04,3.33,100,0,0,0,jynx,42
68,38853,"beedrill, mew, alakazam, gloom, kabuto, wigglytuff",,0,,,17.46,5.68,86,12,2,0,lapras,58
69,38386,"gastly, jolteon, goldeen, omastar, mr. mime, cloyster",,0,,,17.35,5.37,46,3,50,1,gengar,37
70,36772,"krabby, golduck, dragonair, jynx, mr. mime, ninetales",,0,,,11.68,4.16,82,12,6,0,draw,59
71,37132,"magnemite, spearow, vaporeon, wigglytuff, golduck, seel",,0,,,18.84,5.2,93,6,1,0,jynx,48
72,37695,"kakuna, tangela, charmander, beedrill, psyduck, kabutops",,0,,,11.49,3.37,98,2,0,0,slowbro,60
73,34027,"mankey, arcanine, psyduck, pikachu, tentacruel, ekans",,0,,,9.22,2.19,100,0,0,0,jynx,45
74,31779,"tangela, tangela, mewtwo, jynx, golbat, dewgong",,0,,,23.64,8.05,33,18,46,3,gengar,34
75,38040,"electrode, doduo, seel, farfetch'd, venusaur, marowak",,0,,,11.69,5.16,91,7,2,0,lapras,39
76,34780,"clefairy, diglett, ekans, pikachu, gloom, golem",,0,,,12.68,5.98,94,3,3,0,lapras,39
77,39600,"rhyhorn, pinsir, omastar, farfetch'd, charmeleon, nidoqueen",,0,,,14.8,5.67,58,2,40,0,lapras,50
78,30139,"parasect, paras, cloyster, slowbro, nidoran-m, flareon",,0,,,23.35,8.46,65,11,24,0,lapras,35
79,35667,"nidoqueen, persian, sandslash, raichu, kangaskhan, vulpix",,0,,,15.23,6.64,56,14,30,0,lapras,30
80,37805,"omastar, lapras, pidgeotto, rattata, cubone, meowth",,0,,,18.15,4.5,29,56,15,0,hitmonchan,23
81,37477,"pidgeot, bellsprout, raichu, horsea, meowth, pinsir",,0,,,11.81,4.49,83,14,3,0,lapras,31
82,32329,"slowbro, wartortle, bellsprout, geodude, kabuto, magikarp",,0,,,20.59,7.22,56,15,29,0,lapras,39
83,36590,"rhyhorn, staryu, voltorb, dugtrio, magmar, raichu",,0,,,13.01,4.88,85,6,9,0,jynx,53
84,33569,"spearow, kingler, jigglypuff, snorlax, persian, alakazam",,0,,,22.53,8.86,46,22,31,1,draw,36
85,36237,"beedrill, gloom, venusaur, nidorino, ekans, kakuna",,0,,,8.85,3.15,85,14,1,0,slowbro,32
86,39890,"weezing, jigglypuff, bellsprout, spearow, charizard, vileplume",,0,,,11.82,4.73,79,14,7,0,jynx,39
87,35485,"spearow, pikachu, magnemite, fearow, wartortle, snorlax",,0,,,18.94,8.33,62,33,5,0,lapras,34
88,39345,"starmie, scyther, charizard, arbok, raichu, nidoran-f",,0,,,14.02,3.02,95,4,1,0,jynx,50
89,35322,"nidorino, dewgong, sandshrew, kangaskhan, flareon, jynx",,0,,,23.22,8.7,49,24,27,0,gengar,25
90,34562,"persian, arcanine, weepinbell, seel, krabby, mewtwo",,0,,,14.88,6.93,87,1,9,3,jynx,52
91,34910,"gengar, koffing, mew, seadra, shellder, dratini",2.263648468708389,51,22.53,3.93,17.41,5.77,11,2,24,12,gengar,33
92,38977,"gloom, ivysaur, golbat, mr. mime, bellsprout, dragonite",,0,,,11.15,4.64,81,12,6,1,jynx,37
93,38505,"machoke, drowzee, haunter, jolteon, charizard, golduck",0.5923731951129211,16,27.01,4.14,18.35,5.49,19,9,54,2,gengar,45
94,36656,"gengar, clefable, mew, muk, scyther, spearow",1.7557861133280128,44,25.06,5.13,20.62,5.81,7,0,42,7,gengar,23
95,33108,"horsea, dewgong, kingler, electabuzz, machamp, rattata",,0,,,23.91,9.34,64,14,22,0,lapras,37
96,32748,"nidorino, vulpix, golbat, hitmonchan, ekans, kadabra",,0,,,9.15,3.59,93,3,2,2,jynx,39
97,37016,"primeape, starmie, tentacruel, caterpie, butterfree, kabuto",,0,,,12.74,3.91,89,8,3,0,lapras,73
98,34103,"pidgeot, weepinbell, bulbasaur, gyarados, weezing, magikarp",,0,,,14.78,5.87,49,11,40,0,lapras,43
99,38164,"hitmonchan, seadra, electabuzz, dodrio, jynx, machamp",,0,,,19.21,6.18,23,19,55,3,gengar,33
100,39083,"voltorb, mr. mime, goldeen, porygon, weedle, vulpix",,0,,,9.36,2.37,100,0,0,0,cloyster,33
101,39724,"primeape, rattata, chansey, blastoise, beedrill, mewtwo",,0,,,18.86,9.24,49,10,39,2,lapras,28
102,35743,"machamp, paras, poliwhirl, tentacruel, nidoran-f, bellsprout",,0,,,11.82,4.58,87,3,10,0,lapras,39
103,35035,"jigglypuff, weezing, exeggutor, weepinbell, kakuna, fearow",,0,,,13.87,5.78,85,5,10,0,lapras,39
104,39052,"nidoran-m, nidoqueen, doduo, abra, slowbro, nidoking",,0,,,19.73,8.58,68,3,29,0,lapras,55
105,35792,"golem, dragonite, fearow, magnemite, vulpix, scyther",,0,,,11.22,5.04,79,3,18,0,lapras,50
106,38612,"omanyte, pidgeotto, pidgey, cloyster, spearow, goldeen",,0,,,13.6,4.61,78,16,6,0,slowbro,62
107,34675,"muk, caterpie, nidoran-f, seel, moltres, ivysaur",,0,,,17.16,6.39,98,1,1,0,slowbro,32
108,37760,"pikachu, ivysaur, alakazam, geodude, bulbasaur, gengar",0.5093919134033748,16,31.41,3.79,18.4,7.78,34,4,42,4,lapras,28
109,32799,"gyarados, golem, rhyhorn, porygon, nidoking, dodrio",0.048076923076923,1,20.8,,14.93,4.49,28,0,71,0,gengar,42
110,36120,"venusaur, grimer, poliwag, gyarados, eevee, bulbasaur",,0,,,15.93,6.12,45,15,40,0,lapras,27
111,36687,"vaporeon, charmander, hitmonchan, caterpie, poliwag, magneton",,0,,,17.33,5.85,79,6,15,0,lapras,49
112,38273,"growlithe, aerodactyl, rapidash, farfetch'd, butterfree, omanyte",,0,,,10.62,2.56,96,3,1,0,lapras,65
113,34214,"jolteon, aerodactyl, magikarp, gengar, seadra, aerodactyl",1.9510582010582007,59,30.24,4.04,18.44,6.91,17,1,23,0,gengar,54
114,31938,"tangela, caterpie, dewgong, tangela, nidoking, nidoran-f",,0,,,17.15,4.01,100,0,0,0,slowbro,41
115,35454,"oddish, gyarados, tentacruel, lickitung, weezing, clefairy",,0,,,16.73,5.36,35,14,51,0,gengar,35
116,35826,"growlithe, hitmonlee, vileplume, kabuto, ivysaur, zubat",,0,,,10.55,3.8,70,17,13,0,lapras,52
117,39841,"arcanine, starmie, seaking, poliwhirl, gengar, weezing",0.981996726677578,36,36.66,4.98,25.57,7.33,17,0,42,5,gengar,34
118,39433,"kingler, rapidash, bulbasaur, primeape, kakuna, persian",,0,,,10.36,3.32,82,13,5,0,lapras,51
119,39394,"bellsprout, mankey, flareon, staryu, porygon, beedrill",,0,,,9.22,2.99,97,3,0,0,slowbro,33
120,36933,"omastar, growlithe, kingler, fearow, charmeleon, venomoth",,0,,,13.6,3.98,83,8,9,0,lapras,36
121,36541,"eevee, tangela, drowzee, jolteon, mankey, paras",,0,,,9.94,3.52,96,4,0,0,slowbro,34
122,37301,"moltres, omastar, oddish, electrode, shellder, weedle",,0,,,13.14,4.65,85,4,11,0,lapras,61
123,37638,"moltres, grimer, pinsir, chansey, flareon, gyarados",,0,,,27.04,10.95,41,3,56,0,lapras,29
124,32166,"butterfree, growlithe, goldeen, vulpix, ivysaur, ditto",,0,,,14.42,5.98,100,0,0,0,slowbro,41
125,33726,"starmie, venusaur, staryu, mewtwo, dewgong, poliwag",,0,,,23.92,8.31,67,3,27,3,lapras,53
126,36078,"gastly, machop, vileplume, venomoth, omanyte, pidgeotto",,0,,,11.78,4.6,74,3,22,1,lapras,44
127,33081,"kangaskhan, clefairy, flareon, hitmonlee, persian, gloom",,0,,,14.44,6.02,71,15,14,0,jynx,47
128,30633,"ekans, farfetch'd, magikarp, raticate, gengar, slowbro",0.7083461656914075,23,32.47,4.17,21.43,7.82,38,7,21,11,lapras,23
129,30194,"aerodactyl, kakuna, squirtle, onix, venomoth, omanyte",,0,,,9.9,2.72,100,0,0,0,slowbro,59
130,31073,"tangela, grimer, nidoran-m, nidoran-f, charmander, nidoran-f",,0,,,9.84,3.44,100,0,0,0,cloyster,46
131,36419,"rapidash, mewtwo, pidgeot, weezing, articuno, bellsprout",0.3297911322828875,9,27.29,4.81,18.67,6.82,35,1,52,3,lapras,32
132,33347,"golbat, pidgeot, kakuna, ekans, flareon, dragonair",,0,,,10.4,3.6,98,2,0,0,cloyster,32
133,33892,"spearow, cloyster, kadabra, tauros, rattata, geodude",,0,,,14.69,5.73,64,27,9,0,slowbro,34
134,32975,"gloom, exeggutor, dewgong, doduo, tauros, pidgey",,0,,,17.8,7.02,62,13,25,0,lapras,29
135,32507,"tentacool, omastar, primeape, clefable, wartortle, kangaskhan",,0,,,25.11,6.88,24,10,66,0,gengar,48
136,37259,"nidoking, starmie, squirtle, voltorb, jigglypuff, ekans",,0,,,10.09,1.91,99,0,1,0,jynx,42
137,31412,"tentacool, seadra, sandshrew, bulbasaur, wigglytuff, golem",,0,,,16.49,6.18,94,2,4,0,cloyster,50
138,31860,"venonat, hitmonchan, pidgeotto, aerodactyl, staryu, bellsprout",,0,,,11.76,4.49,89,5,6,0,jynx,41
139,34899,"mankey, seel, rhydon, zapdos, wartortle, kakuna",,0,,,16.77,7.6,51,9,39,1,lapras,39
140,30252,"vaporeon, grimer, oddish, squirtle, arcanine, jynx",,0,,,17.51,5.63,73,20,7,0,lapras,54
141,39919,"aerodactyl, gyarados, arbok, charmander, rhyhorn, nidorina",,0,,,13.5,5.51,55,6,39,0,lapras,51
142,30987,"tentacool, sandslash, kabutops, beedrill, nidorino, paras",,0,,,13.55,5.17,69,10,21,0,lapras,35
143,30283,"persian, venomoth, jolteon, ponyta, alakazam, primeape",,0,,,14.03,5.89,78,7,15,0,lapras,44
144,30524,"magneton, squirtle, venusaur, moltres, electrode, dodrio",,0,,,18.16,6.37,42,16,42,0,lapras,32
145,30956,"nidorina, abra, moltres, golduck, blastoise, jynx",,0,,,22.37,7.51,39,4,57,0,lapras,35
146,31364,"nidoran-m, rhydon, squirtle, diglett, vulpix, vileplume",,0,,,9.38,4.32,89,6,5,0,jynx,46
147,34848,"golduck, meowth, nidoran-m, kabuto, shellder, hitmonlee",,0,,,10.08,4.17,88,9,3,0,slowbro,65
148,37288,"butterfree, wartortle, pidgeotto, dugtrio, grimer, grimer",,0,,,11.45,3.5,99,1,0,0,slowbro,51
149,32271,"growlithe, sandslash, caterpie, nidoqueen, snorlax, electrode",,0,,,21.67,10.51,54,10,36,0,lapras,33
150,33396,"snorlax, slowbro, horsea, magneton, ditto, kadabra",,0,,,28.74,9.72,43,19,38,0,draw,24
151,33843,"pidgeot, krabby, mewtwo, kabutops, venomoth, dragonair",0.0343642611683848,1,29.1,,18.06,5.99,35,2,60,2,gengar,29
152,33431,"shellder, goldeen, arbok, marowak, golem, sandshrew",,0,,,10.32,3.87,96,0,4,0,slowbro,40
153,31705,"dodrio, dragonair, machamp, kingler, tauros, magneton",,0,,,14.8,6.18,69,1,30,0,lapras,55
154,30145,"ninetales, jynx, cubone, zubat, electrode, tangela",,0,,,11.28,5.13,79,19,2,0,slowbro,46
155,33050,"magmar, metapod, vaporeon, golbat, staryu, nidoran-f",,0,,,15.02,5.09,95,4,1,0,jynx,35
156,32610,"rhydon, venusaur, pidgey, diglett, sandslash, rhyhorn",,0,,,8.57,3.83,95,0,5,0,lapras,50
157,36230,"dewgong, poliwhirl, metapod, dodrio, dodrio, nidorino",,0,,,19.64,7.6,90,5,5,0,slowbro,38
158,36597,"voltorb, nidoran-f, electrode, krabby, geodude, dewgong",,0,,,15.19,5.56,90,5,5,0,jynx,30
159,37470,"magikarp, drowzee, staryu, nidorina, geodude, hitmonchan",,0,,,11.94,4.52,99,0,1,0,slowbro,48
160,37802,"onix, victreebel, bulbasaur, weezing, voltorb, clefable",,0,,,19.57,8.72,52,17,31,0,lapras,26
161,32489,"ivysaur, nidorina, horsea, weepinbell, snorlax, marowak",,0,,,19.42,7.93,66,24,10,0,lapras,43
162,34917,"kabutops, venomoth, aerodactyl, kangaskhan, paras, tentacool",,0,,,19.66,4.56,12,16,72,0,gengar,64
163,34565,"tentacool, charizard, wigglytuff, cloyster, sandshrew, dodrio",,0,,,16.39,7.36,75,5,20,0,lapras,32
164,38502,"koffing, machamp, pidgey, mankey, charmeleon, dratini",,0,,,8.13,2.94,95,1,4,0,jynx,53
165,38970,"magneton, venomoth, seaking, haunter, growlithe, flareon",0.4727387330601953,15,31.73,1.61,18.21,6.89,39,4,36,6,lapras,37
166,39342,"nidoran-m, nidoking, venomoth, diglett, pidgeot, clefable",,0,,,17.57,8.81,72,8,20,0,lapras,50
167,35325,"tangela, ponyta, graveler, krabby, cubone, mankey",,0,,,7.53,2.11,100,0,0,0,cloyster,49
168,30809,"kabuto, blastoise, tangela, pinsir, cloyster, raticate",,0,,,19.93,5.0,28,10,62,0,gengar,52
169,39897,"metapod, rhyhorn, seel, tangela, slowbro, ditto",,0,,,26.06,10.62,74,18,8,0,jynx,52
170,35482,"shellder, pidgeot, charmeleon, venusaur, golem, ninetales",,0,,,11.9,4.58,89,0,11,0,draw,48
171,37011,"caterpie, exeggcute, omanyte, charmeleon, nidoking, ninetales",,0,,,10.43,3.03,94,4,2,0,draw,47
172,36651,"abra, wigglytuff, alakazam, doduo, persian, eevee",,0,,,12.83,3.94,98,2,0,0,cloyster,34
173,39723,"bulbasaur, mr. mime, seel, tauros, blastoise, arbok",,0,,,17.44,6.7,81,4,15,0,jynx,29
174,35744,"mankey, kangaskhan, nidoking, rhydon, magikarp, clefable",,0,,,17.45,6.81,45,3,52,0,gengar,46
175,39084,"mr. mime, rhyhorn, sandshrew, exeggcute, nidoqueen, venusaur",,0,,,12.66,6.7,80,4,16,0,slowbro,27
176,34104,"vulpix, geodude, paras, persian, victreebel, hitmonlee",,0,,,9.37,3.72,94,4,2,0,slowbro,64
177,38163,"metapod, starmie, dratini, doduo, rhydon, golduck",,0,,,13.76,3.55,98,2,0,0,slowbro,63
178,38615,"weezing, venomoth, oddish, ponyta, voltorb, ninetales",,0,,,10.12,3.55,94,4,2,0,draw,60
179,34672,"psyduck, aerodactyl, chansey, mewtwo, metapod, tentacruel",,0,,,16.11,7.41,78,8,14,0,lapras,42
180,35795,"horsea, exeggutor, rhyhorn, staryu, voltorb, ekans",,0,,,11.09,4.37,98,1,1,0,slowbro,52
181,35032,"magneton, rapidash, geodude, shellder, weepinbell, pinsir",,0,,,15.76,6.05,52,11,37,0,lapras,43
182,39055,"parasect, parasect, dratini, rapidash, horsea, weedle",,0,,,9.02,2.58,100,0,0,0,slowbro,51
183,36680,"zubat, jigglypuff, goldeen, slowbro, venomoth, spearow",,0,,,19.0,5.49,64,28,8,0,jynx,35
184,33679,"jolteon, nidoran-m, jigglypuff, kabutops, pinsir, dragonair",,0,,,15.78,5.65,48,24,28,0,lapras,35
185,36127,"victreebel, koffing, jigglypuff, slowbro, staryu, vileplume",,0,,,20.79,7.5,63,6,31,0,jynx,35
186,37767,"sandslash, jolteon, squirtle, onix, dugtrio, kabutops",,0,,,15.38,7.46,67,4,29,0,lapras,49
187,32039,"cloyster, grimer, nidoran-m, blastoise, marowak, machop",,0,,,16.63,4.92,82,3,15,0,lapras,50
188,39393,"wartortle, bulbasaur, poliwhirl, onix, golem, beedrill",,0,,,12.96,5.96,80,4,16,0,lapras,39
189,35821,"slowbro, raichu, jolteon, alakazam, tangela, mewtwo",0.1132246376811594,5,44.16,5.08,26.36,9.86,52,4,32,7,lapras,32
190,35453,"mewtwo, venusaur, dugtrio, onix, mew, charizard",0.201816347124117,6,29.73,4.67,18.77,5.57,17,4,66,7,gengar,45
191,39434,"gyarados, butterfree, parasect, starmie, porygon, venonat",,0,,,15.79,4.9,55,14,31,0,lapras,42
192,39846,"nidoqueen, mewtwo, arbok, gyarados, horsea, caterpie",0.1913875598086124,4,20.9,0.88,16.96,5.84,35,3,53,5,lapras,30
193,38274,"tentacruel, dragonair, rhyhorn, magnemite, rhyhorn, vulpix",,0,,,11.92,3.75,98,0,2,0,jynx,29
194,34213,"oddish, nidoran-f, machoke, vaporeon, butterfree, caterpie",,0,,,11.59,3.9,91,4,5,0,jynx,48
195,32458,"mew, hypno, articuno, goldeen, poliwag, nidoking",0.0289017341040462,1,34.6,,23.46,8.35,67,0,32,0,lapras,36
196,37306,"magnemite, oddish, voltorb, starmie, sandslash, meowth",,0,,,13.83,5.29,72,12,16,0,lapras,35
197,36546,"zapdos, koffing, slowpoke, tentacool, charmander, charizard",,0,,,14.49,5.65,39,21,39,1,lapras,31
198,36934,"abra, electrode, poliwrath, jolteon, psyduck, spearow",,0,,,14.88,4.94,47,17,36,0,lapras,32
199,33218,"nidorina, metapod, rapidash, cubone, ninetales, machoke",,0,,,10.3,3.25,97,2,1,0,lapras,32
200,33086,"koffing, voltorb, venusaur, hitmonchan, lapras, goldeen",,0,,,19.78,6.13,25,7,68,0,gengar,46
201,33721,"electrode, magnemite, chansey, growlithe, eevee, weedle",,0,,,11.41,4.82,97,3,0,0,jynx,37
202,37198,"horsea, raichu, kadabra, clefairy, kadabra, onix",,0,,,12.53,4.38,99,1,0,0,cloyster,41
203,32161,"poliwrath, koffing, vulpix, goldeen, clefable, psyduck",,0,,,19.65,7.23,51,10,39,0,lapras,35
204,31074,"arcanine, psyduck, jynx, omanyte, graveler, hitmonchan",,0,,,15.07,6.42,57,16,27,0,lapras,29
205,30193,"magnemite, bellsprout, primeape, wartortle, dugtrio, snorlax",,0,,,20.86,7.52,33,18,49,0,gengar,37
206,30634,"ekans, gastly, raticate, ponyta, omastar, venonat",,0,,,13.37,4.92,79,4,17,0,lapras,42
207,32500,"golem, gyarados, butterfree, magmar, vulpix, scyther",0.0495049504950495,1,20.2,,14.04,5.11,40,10,49,0,lapras,36
208,32972,"omastar, magmar, spearow, nidorino, beedrill, metapod",,0,,,12.35,3.68,86,9,5,0,lapras,47
209,33895,"sandshrew, paras, raticate, aerodactyl, hitmonchan, farfetch'd",,0,,,10.51,4.2,91,2,7,0,lapras,32
210,33340,"moltres, koffing, tauros, venonat, farfetch'd, snorlax",,0,,,21.34,9.63,60,17,23,0,lapras,42
211,30980,"lapras, onix, venonat, gyarados, flareon, ivysaur",,0,,,24.36,6.61,24,17,59,0,gengar,34
212,30255,"raichu, vileplume, poliwrath, articuno, goldeen, wigglytuff",,0,,,19.02,6.39,47,0,53,0,lapras,40
213,35979,"parasect, seaking, weepinbell, arcanine, weepinbell, kabutops",,0,,,14.47,6.65,73,10,17,0,lapras,47
214,31867,"mr. mime, ivysaur, omastar, poliwag, kingler, muk",,0,,,17.52,6.69,73,6,21,0,lapras,39
215,31415,"goldeen, haunter, slowpoke, magnemite, pidgey, venonat",0.086021505376344,2,23.25,1.2,13.22,4.24,80,8,7,3,lapras,42
216,31363,"weedle, goldeen, charmander, nidoran-f, parasect, staryu",,0,,,9.64,3.34,100,0,0,0,slowbro,47
