,Team,Efficiency: (Wins/avg_Time),base_total,hp,speed,attack,defense,sp_attack,sp_defense,Wins,Avg Time Win,SD Time Win,Avg Time Loss,SD Time Loss,Losses to Lorelei,Losses to Bruno,Losses to Agatha,Losses to Lance,Nemesis,Nemesis Losses
17,"['sandshrew', 'jigglypuff', 'paras', 'nidoking', 'gloom', 'abra']",0.0,2575.0,726.0,330.0,407.0,352.0,415.0,345.0,0,0.0,0.0,8.51,3.39,100,0,0,0,jynx,53
18,"['pidgeot', 'seaking', 'poliwag', 'machoke', 'tentacool', 'bulbasaur']",0.0,2797.0,728.0,449.0,441.0,364.0,370.0,445.0,0,0.0,0.0,10.87,3.41,92,7,1,0,jynx,53
19,"['electrode', 'caterpie', 'dragonite', 'pidgey', 'machoke', 'dragonair']",0.0,2871.0,737.0,476.0,473.0,405.0,385.0,395.0,0,0.0,0.0,9.52,3.39,92,6,2,0,lapras,32
20,"['persian', 'pinsir', 'machamp', 'paras', 'muk', 'ninetales']",0.0,3245.0,793.0,460.0,606.0,475.0,406.0,505.0,0,0.0,0.0,15.35,6.09,60,7,33,0,draw,47
21,"['doduo', 'electabuzz', 'exeggutor', 'kabutops', 'kabutops', 'metapod']",0.0,3035.0,725.0,455.0,543.0,482.0,440.0,390.0,0,0.0,0.0,19.3,6.97,33,17,50,0,gengar,49
22,"['voltorb', 'bulbasaur', 'magnemite', 'tentacruel', 'pidgeot', 'dugtrio']",0.0,2902.0,668.0,541.0,394.0,389.0,445.0,465.0,0,0.0,0.0,12.79,5.46,79,15,6,0,lapras,58
23,"['dewgong', 'hitmonchan', 'voltorb', 'grimer', 'chansey', 'ninetales']",0.0,3050.0,943.0,451.0,396.0,369.0,346.0,545.0,0,0.0,0.0,24.12,9.12,88,10,2,0,draw,65
24,"['nidoran-m', 'kakuna', 'tentacool', 'slowbro', 'golbat', 'rattata']",0.0,2521.0,691.0,377.0,363.0,370.0,335.0,385.0,0,0.0,0.0,20.1,7.59,70,21,7,2,cloyster,46
25,"['rhyhorn', 'dragonite', 'rhydon', 'snorlax', 'weezing', 'sandslash']",0.0,3420.0,936.0,330.0,679.0,635.0,400.0,440.0,0,0.0,0.0,27.71,9.32,22,2,76,0,gengar,68
26,"['machop', 'seaking', 'gloom', 'ninetales', 'venusaur', 'zubat']",0.0,2935.0,763.0,408.0,470.0,408.0,426.0,460.0,0,0.0,0.0,9.87,3.57,84,11,5,0,lapras,53
27,"['muk', 'blastoise', 'seadra', 'mew', 'geodude', 'pidgey']",0.0,3125.3,773.3,419.0,508.0,540.0,440.0,445.0,0,0.0,0.0,21.72,7.56,69,10,21,0,lapras,49
28,"['persian', 'venonat', 'seadra', 'chansey', 'alakazam', 'poliwhirl']",0.0,3030.0,910.0,535.0,340.0,350.0,450.0,445.0,0,0.0,0.0,18.62,6.55,97,3,0,0,slowbro,33
29,"['ditto', 'geodude', 'dragonair', 'machamp', 'nidorino', 'chansey']",0.0,2838.0,910.0,338.0,449.0,385.0,333.0,423.0,0,0.0,0.0,16.91,6.36,96,3,1,0,jynx,50
30,"['bulbasaur', 'butterfree', 'primeape', 'blastoise', 'pinsir', 'meowth']",0.0,2998.0,714.0,493.0,482.0,424.0,425.0,460.0,0,0.0,0.0,16.47,5.51,39,5,56,0,lapras,34
31,"['venusaur', 'scyther', 'articuno', 'weepinbell', 'dewgong', 'metapod']",0.0,3185.0,805.0,455.0,487.0,478.0,460.0,500.0,0,0.0,0.0,17.2,5.87,71,3,26,0,lapras,38
32,"['blastoise', 'tentacruel', 'cloyster', 'parasect', 'ekans', 'ivysaur']",0.0,3178.0,724.0,423.0,495.0,562.0,460.0,514.0,0,0.0,0.0,17.84,5.89,46,5,49,0,gengar,39
33,"['nidorino', 'tentacool', 'squirtle', 'kabuto', 'venonat', 'farfetchd']",0.0,2561.0,647.0,368.0,415.0,382.0,338.0,411.0,0,0.0,0.0,11.11,3.31,100,0,0,0,slowbro,41
34,"['drowzee', 'weepinbell', 'cubone', 'clefable', 'arcanine', 'eevee']",0.0,2911.0,775.0,372.0,453.0,423.0,438.0,450.0,0,0.0,0.0,14.36,5.27,96,3,1,0,slowbro,32
35,"['dragonite', 'arbok', 'nidoking', 'jolteon', 'hitmonchan', 'jynx']",0.0333333333333333,3498.0,772.0,576.0,581.0,445.0,540.0,584.0,1,30.0,0.0,16.65,7.22,48,4,47,0,gengar,37
36,"['nidoran-m', 'dugtrio', 'persian', 'gengar', 'abra', 'alakazam']",0.9495982468955442,2958.0,646.0,635.0,392.0,300.0,555.0,430.0,26,27.38,3.87,13.81,6.63,46,1,22,5,draw,28
37,"['metapod', 'exeggcute', 'slowbro', 'sandshrew', 'weepinbell', 'nidorino']",0.0,2585.0,741.0,290.0,402.0,467.0,375.0,310.0,0,0.0,0.0,19.67,7.3,74,13,13,0,cloyster,33
38,"['tentacool', 'slowbro', 'charmeleon', 'raticate', 'rhydon', 'mewtwo']",0.0,3318.0,819.0,477.0,530.0,503.0,509.0,480.0,0,0.0,0.0,23.41,8.73,66,0,33,1,jynx,36
39,"['electabuzz', 'electabuzz', 'abra', 'tauros', 'geodude', 'starmie']",0.0273972602739726,3110.0,690.0,575.0,471.0,439.0,495.0,440.0,1,36.5,0.0,12.99,5.14,72,16,11,0,lapras,49
40,"['lickitung', 'rapidash', 'voltorb', 'magneton', 'nidorino', 'poliwag']",0.0,2855.0,706.0,490.0,397.0,417.0,440.0,405.0,0,0.0,0.0,13.32,4.83,83,11,6,0,lapras,52
41,"['parasect', 'poliwhirl', 'blastoise', 'lickitung', 'gengar', 'victreebel']",1.5706806282722514,3205.0,794.0,438.0,498.0,475.0,515.0,485.0,57,36.29,4.52,27.11,6.37,4,3,33,3,gengar,49
42,"['cubone', 'tauros', 'gastly', 'bellsprout', 'pidgeotto', 'caterpie']",0.0,2474.0,673.0,411.0,380.0,375.0,350.0,285.0,0,0.0,0.0,8.86,2.85,93,5,2,0,jynx,37
43,"['kingler', 'gloom', 'magnemite', 'caterpie', 'ivysaur', 'rhydon']",0.0,2790.0,710.0,335.0,482.0,503.0,405.0,355.0,0,0.0,0.0,10.47,3.89,87,8,5,0,lapras,74
44,"['persian', 'rhydon', 'pikachu', 'machoke', 'golem', 'dragonair']",0.0,3075.0,786.0,435.0,589.0,515.0,365.0,385.0,0,0.0,0.0,12.67,6.08,70,6,24,0,lapras,47
45,"['magnemite', 'goldeen', 'gloom', 'exeggutor', 'dragonite', 'arbok']",0.0,3128.0,736.0,393.0,521.0,479.0,535.0,464.0,0,0.0,0.0,18.08,6.98,43,26,31,0,lapras,28
46,"['krabby', 'tentacruel', 'tangela', 'exeggutor', 'machoke', 'pidgeotto']",0.0,3069.0,773.0,411.0,515.0,510.0,460.0,400.0,0,0.0,0.0,16.26,6.17,72,12,16,0,lapras,34
47,"['poliwhirl', 'gyarados', 'kakuna', 'paras', 'dodrio', 'ditto']",0.0,2683.0,708.0,419.0,473.0,397.0,318.0,368.0,0,0.0,0.0,14.08,4.48,66,11,23,0,lapras,46
48,"['vulpix', 'arbok', 'machop', 'bellsprout', 'jolteon', 'magmar']",0.0,2882.0,708.0,473.0,481.0,341.0,460.0,419.0,0,0.0,0.0,11.11,4.76,84,15,1,0,slowbro,34
49,"['onix', 'pidgeot', 'weepinbell', 'paras', 'weedle', 'tauros']",0.0,2639.0,598.0,441.0,450.0,495.0,320.0,335.0,0,0.0,0.0,8.79,2.47,100,0,0,0,cloyster,67
50,"['arbok', 'weezing', 'jigglypuff', 'chansey', 'aerodactyl', 'venusaur']",0.0,3208.0,1010.0,450.0,452.0,392.0,420.0,484.0,0,0.0,0.0,18.51,9.04,73,9,18,0,lapras,34
51,"['eevee', 'wigglytuff', 'nidorino', 'mankey', 'clefable', 'tentacool']",0.0,2758.0,791.0,395.0,417.0,325.0,395.0,435.0,0,0.0,0.0,15.49,6.35,94,6,0,0,jynx,38
52,"['bulbasaur', 'persian', 'rattata', 'weedle', 'nidoqueen', 'porygon']",0.0,2616.0,695.0,428.0,392.0,361.0,365.0,375.0,0,0.0,0.0,7.64,2.06,100,0,0,0,slowbro,56
53,"['articuno', 'growlithe', 'slowbro', 'dragonite', 'lickitung', 'rhydon']",0.0277008310249307,3400.0,886.0,355.0,579.0,575.0,500.0,505.0,1,36.1,0.0,22.69,7.45,70,0,29,0,lapras,60
54,"['mew', 'gengar', 'drowzee', 'mankey', 'venusaur', 'poliwhirl']",1.393418321968574,3147.3,759.3,522.0,470.0,418.0,488.0,490.0,47,33.73,6.41,26.4,8.54,10,0,31,12,gengar,41
55,"['abra', 'pikachu', 'growlithe', 'metapod', 'graveler', 'porygon']",0.0,2480.0,645.0,375.0,350.0,370.0,410.0,330.0,0,0.0,0.0,8.31,2.42,98,1,1,0,slowbro,56
56,"['moltres', 'primeape', 'voltorb', 'muk', 'wigglytuff', 'electabuzz']",0.0,3300.0,865.0,515.0,523.0,407.0,515.0,475.0,0,0.0,0.0,16.41,6.34,74,8,18,0,lapras,41
57,"['dratini', 'nidoran-m', 'nidoran-m', 'magneton', 'raticate', 'krabby']",0.0,2559.0,628.0,397.0,454.0,400.0,355.0,325.0,0,0.0,0.0,9.88,2.79,93,7,0,0,lapras,56
58,"['eevee', 'nidorina', 'doduo', 'porygon', 'haunter', 'gengar']",1.229120705956508,2810.0,690.0,461.0,407.0,367.0,495.0,390.0,39,31.73,3.01,19.26,8.07,24,2,32,3,gengar2,31
59,"['fearow', 'arcanine', 'weepinbell', 'blastoise', 'machoke', 'nidoqueen']",0.0,3337.0,829.0,479.0,595.0,482.0,486.0,466.0,0,0.0,0.0,16.12,6.77,59,7,34,0,lapras,41
60,"['goldeen', 'pinsir', 'lickitung', 'weedle', 'staryu', 'golbat']",0.0,2705.0,705.0,433.0,437.0,420.0,335.0,375.0,0,0.0,0.0,12.18,4.55,91,4,5,0,lapras,45
61,"['nidoran-f', 'diglett', 'exeggcute', 'wartortle', 'bellsprout', 'gloom']",0.0,2475.0,654.0,344.0,375.0,372.0,385.0,345.0,0,0.0,0.0,9.44,3.33,94,6,0,0,jynx,52
62,"['pidgeotto', 'kangaskhan', 'porygon', 'starmie', 'kangaskhan', 'haunter']",0.2614758861127251,3159.0,803.0,531.0,465.0,445.0,460.0,455.0,9,34.42,3.96,24.41,7.69,25,0,61,5,gengar,48
63,"['drowzee', 'magnemite', 'diglett', 'exeggcute', 'rhydon', 'cubone']",0.0,2558.0,670.0,327.0,388.0,465.0,348.0,360.0,0,0.0,0.0,9.09,2.38,100,0,0,0,cloyster,38
64,"['dugtrio', 'seel', 'charmander', 'caterpie', 'dugtrio', 'kabutops']",0.0,2684.0,639.0,505.0,472.0,368.0,320.0,380.0,0,0.0,0.0,12.92,5.47,92,4,4,0,slowbro,52
65,"['exeggutor', 'clefable', 'squirtle', 'machoke', 'growlithe', 'sandshrew']",0.0,2892.0,779.0,333.0,488.0,453.0,440.0,399.0,0,0.0,0.0,19.91,9.6,66,9,25,0,lapras,53
66,"['gyarados', 'kangaskhan', 'snorlax', 'nidoran-m', 'oddish', 'golbat']",0.0693240901213171,3128.0,886.0,401.0,547.0,419.0,375.0,500.0,2,28.85,1.34,19.93,5.03,9,0,88,1,gengar,64
67,"['shellder', 'golbat', 'rattata', 'arbok', 'moltres', 'cubone']",0.0,2871.0,695.0,437.0,476.0,489.0,395.0,379.0,0,0.0,0.0,10.05,2.57,100,0,0,0,slowbro,66
68,"['rattata', 'tauros', 'kabuto', 'voltorb', 'weezing', 'seel']",0.0,2753.0,665.0,472.0,431.0,475.0,335.0,375.0,0,0.0,0.0,12.18,4.07,93,4,3,0,jynx,37
69,"['mew', 'charizard', 'wigglytuff', 'dragonite', 'nidoqueen', 'magmar']",0.021505376344086,3673.3,918.3,524.0,605.0,492.0,599.0,535.0,1,46.5,0.0,28.04,10.57,56,5,37,1,lapras,30
70,"['porygon', 'koffing', 'cloyster', 'nidoqueen', 'kangaskhan', 'magikarp']",0.0,2965.0,730.0,421.0,447.0,597.0,390.0,380.0,0,0.0,0.0,15.9,5.37,67,5,28,0,lapras,45
71,"['wigglytuff', 'diglett', 'dragonair', 'krabby', 'nidorina', 'tentacruel']",0.0,2835.0,751.0,446.0,476.0,387.0,380.0,395.0,0,0.0,0.0,12.44,3.34,100,0,0,0,slowbro,61
72,"['muk', 'bulbasaur', 'venusaur', 'machop', 'slowbro', 'weepinbell']",0.0,3038.0,820.0,325.0,511.0,447.0,480.0,455.0,0,0.0,0.0,21.28,7.36,64,20,16,0,lapras,41
73,"['blastoise', 'zapdos', 'scyther', 'graveler', 'machop', 'jolteon']",0.2727981293842556,3340.0,789.0,513.0,553.0,520.0,485.0,480.0,7,25.66,4.01,18.45,4.12,5,5,82,1,gengar,46
74,"['spearow', 'alakazam', 'jolteon', 'mew', 'slowbro', 'graveler']",0.0,3271.3,764.3,515.0,475.0,490.0,551.0,476.0,0,0.0,0.0,23.33,9.71,72,3,24,1,lapras,69
75,"['tangela', 'pikachu', 'horsea', 'muk', 'goldeen', 'hitmonchan']",0.0,2835.0,690.0,429.0,457.0,469.0,385.0,405.0,0,0.0,0.0,14.75,5.09,95,5,0,0,slowbro,40
76,"['clefairy', 'poliwag', 'nidoking', 'mankey', 'golduck', 'nidoking']",0.0,2948.0,752.0,480.0,491.0,385.0,430.0,410.0,0,0.0,0.0,15.79,8.48,77,3,20,0,lapras,41
77,"['cloyster', 'vileplume', 'paras', 'seaking', 'victreebel', 'fearow']",0.0,3192.0,745.0,413.0,562.0,545.0,496.0,431.0,0,0.0,0.0,19.26,5.68,42,19,39,0,gengar,27
78,"['geodude', 'arcanine', 'pikachu', 'vileplume', 'venonat', 'victreebel']",0.0,2970.0,740.0,400.0,515.0,450.0,460.0,405.0,0,0.0,0.0,11.54,5.09,70,17,13,0,lapras,34
79,"['rapidash', 'mewtwo', 'magneton', 'clefable', 'porygon', 'raichu']",0.0303030303030303,3518.0,801.0,545.0,520.0,483.0,654.0,515.0,1,33.0,0.0,22.82,7.22,22,15,60,2,gengar,28
80,"['graveler', 'beedrill', 'horsea', 'kabuto', 'mew', 'tangela']",0.0,2974.3,699.3,415.0,490.0,560.0,445.0,365.0,0,0.0,0.0,13.83,4.5,88,5,7,0,lapras,41
81,"['mew', 'dragonite', 'pikachu', 'arbok', 'aerodactyl', 'mewtwo']",0.1929570670525807,3667.3,826.3,640.0,629.0,489.0,559.0,524.0,8,41.46,3.64,25.05,9.45,48,2,42,0,lapras,31
82,"['arcanine', 'marowak', 'onix', 'beedrill', 'marowak', 'geodude']",0.0,2900.0,615.0,380.0,515.0,630.0,335.0,425.0,0,0.0,0.0,8.1,3.46,98,0,2,0,slowbro,45
83,"['bulbasaur', 'primeape', 'slowpoke', 'electabuzz', 'growlithe', 'graveler']",0.0,2828.0,735.0,385.0,497.0,421.0,405.0,385.0,0,0.0,0.0,9.82,3.96,87,7,6,0,lapras,73
84,"['hitmonchan', 'slowpoke', 'weedle', 'hitmonlee', 'vileplume', 'poliwrath']",0.0,2930.0,755.0,378.0,530.0,437.0,340.0,490.0,0,0.0,0.0,17.91,6.17,36,13,51,0,gengar,42
85,"['vileplume', 'staryu', 'marowak', 'ivysaur', 'flareon', 'vulpix']",0.0,2994.0,688.0,400.0,468.0,443.0,485.0,510.0,0,0.0,0.0,11.61,5.21,72,14,14,0,lapras,28
86,"['mew', 'electrode', 'omastar', 'diglett', 'clefable', 'poliwag']",0.0,3137.3,729.3,580.0,415.0,463.0,495.0,455.0,0,0.0,0.0,26.96,9.79,48,11,41,0,lapras,37
87,"['clefable', 'weepinbell', 'arbok', 'oddish', 'flareon', 'omastar']",0.017825311942959,3171.0,760.0,375.0,525.0,462.0,560.0,489.0,1,56.1,0.0,18.91,9.24,73,7,19,0,lapras,59
88,"['nidorina', 'zapdos', 'blastoise', 'magnemite', 'clefairy', 'poliwhirl']",0.0,3018.0,759.0,434.0,410.0,465.0,500.0,450.0,0,0.0,0.0,20.16,5.24,13,5,81,1,gengar,50
89,"['magmar', 'goldeen', 'mew', 'slowpoke', 'paras', 'nidoking']",0.0,3024.3,770.3,411.0,529.0,444.0,435.0,435.0,0,0.0,0.0,18.62,7.7,70,5,25,0,lapras,52
90,"['raticate', 'doduo', 'machamp', 'tangela', 'slowbro', 'squirtle']",0.0,2977.0,744.0,390.0,504.0,505.0,430.0,404.0,0,0.0,0.0,17.34,5.88,81,4,15,0,jynx,44
91,"['exeggutor', 'magnemite', 'magneton', 'tentacruel', 'horsea', 'pidgey']",0.0,2891.0,680.0,416.0,375.0,455.0,555.0,410.0,0,0.0,0.0,15.54,6.05,66,18,16,0,lapras,49
92,"['persian', 'spearow', 'farfetchd', 'seadra', 'vulpix', 'vaporeon']",0.0,2853.0,740.0,490.0,421.0,370.0,439.0,393.0,0,0.0,0.0,16.24,5.53,97,3,0,0,slowbro,32
93,"['persian', 'shellder', 'haunter', 'pidgeot', 'snorlax', 'poliwag']",0.0726920281075842,2979.0,783.0,501.0,455.0,415.0,430.0,395.0,3,41.27,8.05,22.93,8.21,24,14,57,2,gengar,30
94,"['ditto', 'jolteon', 'dragonite', 'arcanine', 'venusaur', 'arcanine']",0.0,3558.0,824.0,558.0,579.0,476.0,588.0,533.0,0,0.0,0.0,21.38,9.77,64,18,18,0,draw,62
95,"['persian', 'gastly', 'sandslash', 'magikarp', 'zapdos', 'psyduck']",0.0324675324675324,2810.0,690.0,525.0,387.0,418.0,445.0,345.0,1,30.8,0.0,16.51,6.18,37,5,57,0,gengar,37
96,"['magmar', 'lapras', 'graveler', 'haunter', 'dragonite', 'ninetales']",0.343213728549142,3440.0,819.0,493.0,565.0,497.0,556.0,510.0,11,32.05,3.19,21.74,6.98,27,3,57,2,draw,43
97,"['onix', 'farfetchd', 'venusaur', 'poliwhirl', 'omastar', 'vileplume']",0.0,3072.0,642.0,435.0,452.0,603.0,493.0,447.0,0,0.0,0.0,17.01,7.08,67,6,27,0,jynx,31
98,"['ninetales', 'rattata', 'venusaur', 'gyarados', 'golduck', 'dragonair']",0.0,3253.0,779.0,518.0,535.0,445.0,461.0,515.0,0,0.0,0.0,16.94,5.99,43,10,47,0,lapras,32
99,"['goldeen', 'onix', 'beedrill', 'zubat', 'gyarados', 'nidoran-f']",0.0,2575.0,600.0,415.0,449.0,456.0,270.0,385.0,0,0.0,0.0,11.65,4.3,82,5,13,0,lapras,44
100,"['dugtrio', 'mr-mime', 'wigglytuff', 'exeggutor', 'hypno', 'exeggcute']",0.0,3168.0,815.0,447.0,453.0,425.0,523.0,505.0,0,0.0,0.0,19.18,8.5,69,10,21,0,jynx,32
101,"['nidoran-m', 'caterpie', 'golem', 'beedrill', 'farfetchd', 'sandshrew']",0.0,2545.0,698.0,345.0,492.0,415.0,268.0,327.0,0,0.0,0.0,7.19,2.82,98,0,2,0,slowbro,39
102,"['victreebel', 'squirtle', 'tangela', 'weepinbell', 'rapidash', 'muk']",0.0,3139.0,784.0,413.0,533.0,470.0,510.0,429.0,0,0.0,0.0,13.1,5.51,82,15,3,0,jynx,31
103,"['beedrill', 'clefairy', 'voltorb', 'mewtwo', 'porygon', 'kabutops']",0.031055900621118,3128.0,766.0,490.0,480.0,433.0,494.0,465.0,1,32.2,0.0,18.19,8.01,62,11,26,0,lapras,58
104,"['lapras', 'tauros', 'farfetchd', 'marowak', 'squirtle', 'charmander']",0.0,2960.0,760.0,413.0,485.0,478.0,373.0,451.0,0,0.0,0.0,16.3,4.9,68,25,7,0,slowbro,38
105,"['drowzee', 'dragonair', 'magnemite', 'weezing', 'squirtle', 'omastar']",0.0,2882.0,685.0,345.0,395.0,520.0,488.0,449.0,0,0.0,0.0,13.59,4.16,89,8,3,0,lapras,55
106,"['gengar', 'weepinbell', 'graveler', 'sandslash', 'spearow', 'zubat']",1.7644253695755845,2747.0,695.0,420.0,485.0,430.0,396.0,321.0,37,20.97,4.37,13.16,5.04,23,0,37,3,gengar,23
107,"['nidoking', 'cubone', 'koffing', 'rattata', 'moltres', 'alakazam']",0.0,3008.0,706.0,467.0,453.0,467.0,500.0,415.0,0,0.0,0.0,8.5,2.68,96,1,3,0,jynx,50
108,"['venomoth', 'kabuto', 'articuno', 'rhydon', 'tauros', 'vaporeon']",0.0,3395.0,860.0,475.0,555.0,555.0,465.0,485.0,0,0.0,0.0,21.62,6.74,39,2,59,0,haunter,30
109,"['staryu', 'jynx', 'weezing', 'hypno', 'wigglytuff', 'moltres']",0.0,3293.0,835.0,472.0,458.0,445.0,583.0,500.0,0,0.0,0.0,17.6,7.54,82,6,12,0,lapras,55
110,"['omastar', 'weezing', 'tentacool', 'fearow', 'arbok', 'voltorb']",0.0,3050.0,700.0,495.0,435.0,494.0,461.0,465.0,0,0.0,0.0,13.72,4.37,75,14,11,0,lapras,51
111,"['kabutops', 'mewtwo', 'fearow', 'caterpie', 'magikarp', 'beedrill']",0.0,2917.0,721.0,540.0,475.0,420.0,390.0,371.0,0,0.0,0.0,13.08,4.5,67,10,22,1,lapras,62
112,"['venonat', 'nidorino', 'cloyster', 'blastoise', 'nidorina', 'electabuzz']",0.0,3090.0,745.0,449.0,480.0,541.0,445.0,430.0,0,0.0,0.0,17.83,6.55,71,8,21,0,lapras,46
113,"['arbok', 'voltorb', 'fearow', 'arcanine', 'machop', 'farfetchd']",0.0,2967.0,737.0,500.0,525.0,399.0,404.0,402.0,0,0.0,0.0,9.39,3.24,94,5,1,0,slowbro,29
114,"['dragonair', 'golbat', 'gastly', 'poliwrath', 'gastly', 'farfetchd']",0.1317957166392092,2892.0,698.0,480.0,449.0,375.0,493.0,397.0,4,30.35,3.46,18.04,6.88,39,1,56,0,gengar,32
115,"['venomoth', 'tentacruel', 'mankey', 'grimer', 'meowth', 'poliwag']",0.0,2695.0,710.0,495.0,420.0,315.0,355.0,400.0,0,0.0,0.0,12.0,3.57,100,0,0,0,slowbro,47
116,"['blastoise', 'kabutops', 'sandshrew', 'charizard', 'meowth', 'gastly']",0.0308641975308642,2969.0,697.0,498.0,467.0,463.0,449.0,395.0,1,32.4,0.0,18.43,4.85,18,1,80,0,gengar,55
117,"['omastar', 'voltorb', 'tauros', 'meowth', 'slowbro', 'sandslash']",0.0,3055.0,755.0,480.0,440.0,555.0,425.0,400.0,0,0.0,0.0,19.86,6.56,56,4,40,0,lapras,52
118,"['gyarados', 'pidgey', 'slowpoke', 'geodude', 'squirtle', 'rhydon']",0.0,2715.0,774.0,285.0,523.0,499.0,290.0,344.0,0,0.0,0.0,12.82,5.36,73,1,26,0,lapras,63
119,"['rapidash', 'mew', 'slowbro', 'squirtle', 'rattata', 'exeggutor']",0.0,3191.3,783.3,435.0,504.0,495.0,510.0,464.0,0,0.0,0.0,30.22,10.74,44,6,50,0,gengar,36
120,"['poliwhirl', 'raticate', 'hitmonlee', 'kakuna', 'dragonite', 'muk']",0.0,3068.0,771.0,469.0,560.0,428.0,355.0,485.0,0,0.0,0.0,14.56,4.65,92,3,5,0,lapras,52
121,"['alakazam', 'marowak', 'machoke', 'geodude', 'tangela', 'slowpoke']",0.0,2890.0,750.0,335.0,460.0,535.0,435.0,375.0,0,0.0,0.0,10.36,3.25,94,2,2,2,slowbro,40
122,"['rhyhorn', 'vulpix', 'wigglytuff', 'gengar', 'golduck', 'drowzee']",0.6526253337288638,2917.0,818.0,402.0,421.0,393.0,463.0,420.0,22,33.71,5.02,21.93,8.39,30,5,28,15,lapras,20
123,"['seaking', 'slowpoke', 'magmar', 'nidorino', 'dragonair', 'ditto']",0.0,2843.0,765.0,389.0,486.0,387.0,408.0,408.0,0,0.0,0.0,13.38,4.91,90,6,4,0,jynx,50
124,"['wigglytuff', 'farfetchd', 'dragonair', 'poliwag', 'kangaskhan', 'ivysaur']",0.0,2937.0,818.0,445.0,481.0,378.0,403.0,412.0,0,0.0,0.0,15.71,7.48,83,12,5,0,jynx,28
