,team_num,Team,Efficiency: (Wins/avg_Time),Wins,Avg Time Win,SD Time Win,Avg Time Loss,SD Time Loss,Losses to Lorelei,Losses to Bruno,Losses to Agatha,Losses to Lance,Nemesis,Nemesis Losses
145,82542,"scyther, electabuzz, seaking, slowbro, cloyster, omanyte",,0,,,20.39,6.13,62,16,22,0,lapras,55
146,82930,"doduo, poliwag, weedle, ivysaur, rhydon, kangaskhan",,0,,,10.5,4.9,89,2,9,0,slowbro,48
147,85128,"magikarp, dodrio, shellder, jynx, shellder, scyther",,0,,,10.23,3.78,93,6,1,0,cloyster,50
148,80676,"diglett, voltorb, growlithe, abra, mankey, lapras",,0,,,16.48,6.49,57,24,19,0,jynx,36
149,81791,"spearow, gyarados, nidoran-f, machoke, primeape, vaporeon",,0,,,16.47,5.41,30,10,60,0,gengar,43
150,81036,"arbok, pinsir, ekans, beedrill, jigglypuff, geodude",,0,,,10.79,4.45,84,5,11,0,lapras,44
151,84768,"pidgeot, chansey, golduck, jigglypuff, raichu, magikarp",,0,,,12.61,4.19,100,0,0,0,jynx,45
152,82684,"golduck, wigglytuff, spearow, machop, clefable, ninetales",,0,,,16.35,6.48,88,4,8,0,draw,55
153,82123,"articuno, omanyte, pidgey, onix, poliwag, slowbro",,0,,,21.89,6.77,74,5,19,2,jynx,48
154,83763,"staryu, kabuto, dratini, paras, drowzee, mew",,0,,,16.62,5.64,96,4,0,0,slowbro,30
155,87343,"kangaskhan, omastar, kingler, farfetch'd, vaporeon, pidgeotto",,0,,,16.62,5.92,55,22,23,0,lapras,23
156,87896,"ditto, goldeen, pidgeotto, machop, scyther, wigglytuff",,0,,,17.85,6.45,98,2,0,0,cloyster,40
157,86971,"dewgong, raticate, tentacruel, arcanine, nidoran-m, machamp",,0,,,23.99,7.64,78,7,15,0,lapras,51
158,86503,"hypno, porygon, magnemite, ekans, haunter, golbat",0.1505117399157134,5,33.22,3.48,16.23,7.14,65,8,16,6,lapras,33
159,83988,"grimer, flareon, articuno, persian, meowth, zapdos",0.1342281879194631,4,29.8,3.64,21.01,7.23,35,5,54,2,gengar,32
160,80348,"mankey, metapod, poliwhirl, venonat, gyarados, weezing",,0,,,18.23,7.88,55,13,32,0,lapras,35
161,85416,"sandshrew, golbat, clefairy, machamp, nidorino, dragonair",,0,,,11.94,4.93,96,1,2,1,jynx,39
162,85864,"marowak, sandslash, cubone, pinsir, machop, magneton",,0,,,14.36,5.84,60,5,35,0,lapras,40
163,89803,"magmar, kabutops, nidorina, nidoran-f, arbok, meowth",,0,,,13.25,4.95,68,17,15,0,lapras,40
164,89471,"chansey, gloom, charmeleon, abra, gyarados, koffing",,0,,,21.77,10.95,44,6,50,0,lapras,39
165,88231,"dratini, slowbro, vaporeon, dratini, pidgeotto, raichu",,0,,,20.72,5.81,80,12,8,0,jynx,46
166,84256,"snorlax, ekans, shellder, flareon, seaking, paras",,0,,,22.54,10.6,48,35,17,0,machamp,18
167,81508,"articuno, pikachu, lickitung, abra, wartortle, omastar",,0,,,15.95,4.15,91,4,5,0,lapras,66
168,88596,"kabuto, seaking, vaporeon, cubone, aerodactyl, pidgeotto",,0,,,15.83,5.03,84,7,9,0,lapras,48
169,84983,"dragonite, golduck, weepinbell, weezing, omanyte, nidoking",,0,,,14.96,6.6,64,4,32,0,lapras,46
170,86162,"chansey, electabuzz, weezing, seadra, magikarp, weepinbell",,0,,,14.72,6.94,88,12,0,0,jynx,29
171,87722,"muk, fearow, charmander, poliwag, charmeleon, rhydon",,0,,,13.52,4.55,99,0,1,0,slowbro,46
172,87085,"growlithe, golduck, nidoran-f, seadra, nidoking, starmie",,0,,,14.56,4.83,93,2,5,0,lapras,42
173,88650,"raichu, bellsprout, onix, metapod, nidoqueen, scyther",,0,,,9.5,3.21,98,0,2,0,cloyster,56
174,81169,"dragonite, seaking, vileplume, electabuzz, moltres, muk",,0,,,18.26,6.99,43,14,43,0,gengar,32
175,84637,"staryu, gloom, gastly, farfetch'd, shellder, nidoqueen",,0,,,14.01,6.58,65,19,16,0,lapras,36
176,84190,"victreebel, hypno, cubone, kangaskhan, meowth, gengar",0.4218137993371498,14,33.19,2.94,21.13,7.29,28,0,55,3,gengar2,35
177,85077,"aerodactyl, poliwhirl, kangaskhan, rhydon, chansey, gastly",,0,,,22.44,7.8,37,1,62,0,gengar,37
178,80729,"oddish, ivysaur, goldeen, venomoth, psyduck, magneton",,0,,,11.61,3.39,82,15,3,0,lapras,37
179,89010,"jynx, cloyster, parasect, poliwrath, seaking, porygon",,0,,,21.65,6.08,31,13,56,0,gengar,42
180,89766,"nidoran-m, charmander, onix, ponyta, weezing, snorlax",,0,,,21.7,9.72,61,22,17,0,lapras,43
181,85701,"zubat, blastoise, slowbro, exeggcute, vulpix, pidgeot",,0,,,17.69,4.95,90,4,6,0,draw,52
182,88681,"charmeleon, clefairy, ivysaur, nidoking, koffing, charmeleon",,0,,,12.42,4.59,96,2,2,0,slowbro,58
183,84141,"kabuto, voltorb, seaking, weepinbell, slowpoke, drowzee",,0,,,12.45,3.24,91,8,1,0,jynx,41
184,88126,"marowak, sandshrew, meowth, ekans, weezing, growlithe",,0,,,8.08,2.39,98,1,1,0,jynx,26
185,87054,"vileplume, magnemite, starmie, venomoth, parasect, kadabra",,0,,,13.71,4.47,76,12,12,0,draw,36
186,86614,"hitmonlee, machamp, dewgong, persian, kingler, goldeen",,0,,,19.12,6.41,37,1,62,0,gengar,51
187,84287,"mr. mime, weedle, magneton, sandshrew, ekans, electrode",,0,,,11.78,3.81,90,9,1,0,lapras,46
188,84520,"sandslash, zubat, weezing, mew, wartortle, clefairy",,0,,,17.36,6.49,84,3,13,0,lapras,42
189,84952,"hitmonchan, ekans, gengar, parasect, gengar, alakazam",2.164328657314629,54,24.95,3.54,17.55,3.91,2,0,44,0,gengar,51
190,88935,"kakuna, flareon, dodrio, mr. mime, alakazam, kingler",,0,,,12.56,5.11,89,6,5,0,lapras,40
191,88547,"venonat, vileplume, exeggcute, sandshrew, hypno, dragonair",,0,,,13.75,6.36,75,14,11,0,lapras,33
192,80399,"gastly, nidoqueen, gyarados, bellsprout, persian, bellsprout",,0,,,15.88,5.17,33,0,67,0,gengar,47
193,89307,"paras, eevee, aerodactyl, staryu, beedrill, farfetch'd",,0,,,10.25,3.07,97,2,1,0,lapras,32
194,85360,"meowth, bellsprout, scyther, wigglytuff, ivysaur, clefable",,0,,,15.28,5.76,96,3,1,0,jynx,42
195,83959,"ditto, wartortle, weedle, magmar, caterpie, marowak",,0,,,16.01,6.5,98,1,1,0,slowbro,35
196,86275,"eevee, dragonite, shellder, jynx, moltres, poliwrath",,0,,,19.07,8.61,54,6,40,0,gengar,28
197,87392,"lapras, ponyta, bellsprout, electrode, bellsprout, raichu",,0,,,15.46,5.04,62,31,7,0,jynx,49
198,87847,"hitmonchan, starmie, nidoran-f, dodrio, bellsprout, lapras",,0,,,20.06,6.58,37,16,47,0,gengar,25
199,87435,"persian, seadra, eevee, dewgong, persian, weezing",,0,,,23.97,9.57,92,6,2,0,slowbro,40
200,82652,"ponyta, krabby, jynx, nidoking, slowbro, squirtle",,0,,,23.46,6.76,31,15,54,0,gengar,41
201,83012,"magikarp, ninetales, tentacool, pidgeot, poliwag, ekans",,0,,,9.66,2.86,100,0,0,0,cloyster,59
202,89199,"tentacool, blastoise, wigglytuff, wigglytuff, cloyster, dragonair",,0,,,19.99,7.38,71,9,20,0,lapras,41
203,80107,"seel, jigglypuff, jynx, abra, clefairy, vileplume",,0,,,26.28,9.23,35,41,24,0,machamp,30
204,85659,"tangela, arbok, articuno, lapras, jolteon, exeggutor",0.0578034682080924,2,34.6,6.51,27.76,6.43,17,0,80,1,gengar,52
205,84019,"growlithe, jolteon, gyarados, charmander, clefairy, omastar",,0,,,18.3,6.42,36,14,50,0,lapras,36
206,81747,"nidorina, moltres, mr. mime, cloyster, articuno, zapdos",0.3547147502216967,12,33.83,5.4,21.38,7.38,40,1,45,2,gengar,38
207,83801,"seel, dewgong, persian, exeggcute, tentacool, spearow",,0,,,22.37,7.69,98,2,0,0,cloyster,38
208,83473,"blastoise, grimer, abra, charmander, farfetch'd, graveler",,0,,,10.74,4.34,91,4,4,1,lapras,76
209,82594,"magikarp, dugtrio, geodude, growlithe, kadabra, squirtle",,0,,,8.25,2.23,100,0,0,0,slowbro,35
210,82233,"vulpix, magikarp, hypno, parasect, machamp, koffing",,0,,,11.57,4.2,97,2,1,0,slowbro,39
211,81481,"pinsir, dewgong, paras, pidgeotto, slowpoke, poliwhirl",,0,,,19.58,7.54,80,11,9,0,lapras,42
212,81326,"persian, venusaur, ponyta, rapidash, ivysaur, machoke",,0,,,11.3,5.04,84,7,9,0,lapras,39
213,84478,"ditto, paras, geodude, gengar, diglett, slowpoke",0.7667354762606902,26,33.91,6.37,20.45,9.37,49,1,18,6,lapras,28
214,85238,"moltres, tauros, victreebel, starmie, charmeleon, ivysaur",,0,,,14.76,5.03,85,5,10,0,lapras,36
215,80566,"magnemite, hitmonlee, growlithe, lickitung, ninetales, sandslash",,0,,,12.64,5.54,84,10,6,0,lapras,69
