jigglypuff,vaporeon,venusaur,caterpie,vaporeon,tentacool
onix,chansey,bulbasaur,magmar,magikarp,pinsir
machamp,dewgong,machop,dewgong,growlithe,diglett
weedle,raticate,primeape,pidgey,venusaur,nidoran-f
flareon,oddish,nidorino,magneton,pidgeot,kingler
geodude,nidoran-f,omanyte,lickitung,butterfree,squirtle
omanyte,paras,poliwag,kingler,ditto,jigglypuff
vileplume,ekans,starmie,charmander,gastly,eevee
snorlax,voltorb,meowth,marowak,bellsprout,dragonite
kangaskhan,exeggcute,omanyte,gengar,articuno,electrode
machop,articuno,victreebel,vileplume,fearow,electrode
scyther,snorlax,onix,venusaur,nidoking,onix
haunter,ekans,fearow,venusaur,psyduck,rattata
kabutops,abra,kadabra,fearow,haunter,butterfree
persian,exeggutor,ivysaur,machop,hitmonchan,bulbasaur
porygon,gloom,machop,slowpoke,cloyster,venomoth
pikachu,primeape,poliwag,venonat,kabuto,slowbro
electabuzz,venonat,graveler,weedle,magikarp,nidoqueen
magnemite,dodrio,magneton,sandslash,pikachu,gyarados
paras,nidorino,hitmonchan,kingler,magneton,weepinbell
nidoran-f,dragonite,spearow,hitmonchan,hitmonchan,bulbasaur
seaking,meowth,clefairy,kangaskhan,clefairy,chansey
jigglypuff,charmeleon,ditto,raticate,paras,butterfree
alakazam,kabuto,jynx,rhydon,dewgong,fearow
pikachu,slowbro,primeape,primeape,gengar,jigglypuff
cloyster,poliwrath,squirtle,zubat,cubone,meowth
grimer,goldeen,meowth,articuno,grimer,nidorina
machop,raticate,gengar,articuno,persian,haunter
squirtle,mew,tangela,muk,poliwhirl,exeggcute
jynx,scyther,charizard,ditto,mr. mime,alakazam
raichu,drowzee,rattata,mr. mime,flareon,muk
ekans,weedle,dragonite,butterfree,exeggcute,dugtrio
seadra,weezing,nidoran-m,primeape,poliwrath,pikachu
poliwrath,mewtwo,venomoth,koffing,hitmonchan,ivysaur
dewgong,farfetch'd,slowbro,starmie,lickitung,mew
squirtle,venomoth,charizard,goldeen,dodrio,poliwag
seaking,weedle,venusaur,krabby,venusaur,dewgong
venusaur,zapdos,poliwhirl,aerodactyl,raticate,butterfree
gastly,jigglypuff,pidgey,jynx,flareon,exeggcute
nidorina,zapdos,tauros,goldeen,slowpoke,cloyster
vileplume,doduo,magmar,rhydon,farfetch'd,doduo
arbok,ditto,abra,shellder,aerodactyl,kingler
kakuna,starmie,metapod,slowbro,snorlax,victreebel
jynx,omastar,slowbro,goldeen,abra,drowzee
doduo,arbok,farfetch'd,dragonite,nidorina,scyther
electrode,slowpoke,kabutops,dratini,kabutops,beedrill
charmeleon,omastar,persian,machoke,mewtwo,krabby
pikachu,graveler,magikarp,farfetch'd,squirtle,dragonair
raichu,dratini,charizard,fearow,machamp,farfetch'd
charmeleon,paras,mankey,alakazam,gyarados,lickitung
weezing,seaking,geodude,charmander,magneton,parasect
caterpie,poliwag,caterpie,jigglypuff,tentacool,metapod
slowbro,voltorb,exeggcute,tauros,persian,voltorb
persian,dodrio,omastar,victreebel,pidgey,mewtwo
muk,machoke,snorlax,weedle,exeggutor,nidoqueen
venusaur,machamp,voltorb,golduck,dratini,tentacruel
pinsir,exeggcute,machoke,starmie,sandshrew,alakazam
vileplume,wartortle,clefairy,machamp,seel,machoke
zubat,ninetales,vileplume,kadabra,dugtrio,charmander
jynx,kingler,nidoran-f,clefable,seaking,sandslash
pinsir,venusaur,metapod,flareon,machoke,ekans
raticate,zapdos,clefairy,ivysaur,magneton,bulbasaur
dratini,omanyte,vulpix,squirtle,fearow,rapidash
koffing,kadabra,flareon,magmar,abra,omanyte
wigglytuff,raticate,weezing,spearow,arbok,clefable
electabuzz,weepinbell,lickitung,poliwag,doduo,horsea
machamp,gengar,nidoran-m,nidorino,mr. mime,paras
voltorb,haunter,muk,poliwrath,vileplume,abra
clefable,tangela,growlithe,arcanine,gloom,golduck
scyther,starmie,arcanine,charmeleon,koffing,dratini
ditto,butterfree,paras,venomoth,psyduck,nidoran-f
onix,nidorino,farfetch'd,nidorina,vaporeon,machop
snorlax,blastoise,pidgeot,gengar,tentacool,hitmonchan
sandshrew,aerodactyl,dragonair,blastoise,geodude,caterpie
tangela,scyther,chansey,charmander,nidoqueen,nidoran-m
electrode,shellder,starmie,pikachu,gastly,raichu
poliwhirl,psyduck,primeape,nidoqueen,omastar,dragonair
weezing,nidorino,grimer,rhydon,charmeleon,graveler
muk,caterpie,jolteon,persian,raichu,dodrio
magikarp,pidgeot,ivysaur,venusaur,raichu,mewtwo
dratini,metapod,hitmonchan,hitmonchan,muk,pidgey
dragonite,dratini,ivysaur,golbat,marowak,magikarp
vileplume,voltorb,squirtle,wigglytuff,arbok,scyther
pikachu,flareon,mankey,weedle,slowpoke,rhyhorn
weedle,beedrill,staryu,ditto,kabutops,zubat
vileplume,electabuzz,onix,tentacruel,electrode,spearow
kadabra,seaking,ivysaur,charizard,dugtrio,starmie
kadabra,cloyster,zapdos,alakazam,paras,pidgey
kadabra,parasect,pidgeot,ivysaur,starmie,butterfree
tentacool,onix,dewgong,golbat,zapdos,golem
rhydon,chansey,paras,jigglypuff,rattata,dratini
arcanine,beedrill,clefairy,pidgeot,hitmonchan,rattata
venomoth,shellder,oddish,mankey,tentacool,ditto
vulpix,mr. mime,oddish,weezing,beedrill,ditto
dragonair,dewgong,chansey,starmie,zubat,wigglytuff
kingler,poliwhirl,poliwag,seel,lapras,tauros
magmar,rapidash,caterpie,rhyhorn,omastar,pikachu
shellder,cubone,dugtrio,abra,omanyte,tentacruel
jynx,metapod,shellder,vaporeon,articuno,seadra
psyduck,victreebel,tangela,meowth,charmeleon,gengar
slowpoke,omastar,koffing,staryu,mew,seaking
kakuna,omanyte,ditto,nidoking,exeggutor,kabutops
abra,sandshrew,tangela,tentacruel,abra,venusaur
dratini,golem,parasect,voltorb,moltres,wigglytuff
horsea,mew,onix,drowzee,moltres,hypno
kangaskhan,slowpoke,growlithe,magnemite,diglett,jolteon
eevee,gloom,exeggcute,chansey,cubone,jolteon
pidgey,butterfree,lapras,dragonite,golbat,weepinbell
nidorino,poliwag,tentacruel,flareon,gastly,seadra
parasect,sandshrew,psyduck,doduo,golbat,tentacruel
vileplume,ivysaur,fearow,weepinbell,nidoran-m,nidoking
wartortle,flareon,tentacruel,bellsprout,magmar,tauros
exeggcute,venusaur,charmeleon,ekans,raticate,dewgong
arcanine,jynx,tentacruel,ekans,poliwag,charizard
chansey,omanyte,abra,omanyte,rattata,magneton
raticate,golbat,hitmonlee,gloom,squirtle,vileplume
rapidash,kingler,meowth,clefable,arbok,flareon
diglett,goldeen,kakuna,fearow,slowpoke,meowth
nidorino,chansey,goldeen,kakuna,dewgong,magmar
eevee,weepinbell,graveler,golem,bellsprout,golbat
dugtrio,mew,beedrill,flareon,tentacruel,ditto
charmander,metapod,gyarados,golem,butterfree,alakazam
slowpoke,poliwrath,koffing,caterpie,dragonair,meowth
cubone,wigglytuff,tentacool,geodude,rhyhorn,gloom
diglett,rhydon,ponyta,rattata,ponyta,slowbro
mew,poliwrath,parasect,exeggcute,electrode,diglett
dragonair,horsea,alakazam,kingler,abra,graveler
golbat,weedle,hypno,vulpix,gloom,nidorino
gyarados,beedrill,raichu,golem,parasect,venomoth
mewtwo,nidorino,ponyta,nidoking,parasect,rapidash
gengar,electrode,aerodactyl,clefable,charmander,hypno
raichu,charmeleon,golduck,jolteon,voltorb,fearow
graveler,poliwrath,krabby,kangaskhan,ivysaur,squirtle
nidoking,ekans,scyther,oddish,pidgey,squirtle
mr. mime,drowzee,kabuto,grimer,omastar,rapidash
grimer,arcanine,venonat,sandshrew,hitmonchan,alakazam
machop,staryu,hitmonchan,articuno,arbok,dratini
pinsir,nidoran-m,haunter,mewtwo,marowak,clefairy
bulbasaur,snorlax,magnemite,diglett,victreebel,venonat
farfetch'd,nidoqueen,tangela,seadra,nidoran-m,tangela
poliwrath,doduo,venusaur,primeape,mewtwo,kangaskhan
machoke,rattata,beedrill,electabuzz,seaking,staryu
chansey,nidorino,oddish,omanyte,nidorino,ponyta
machop,abra,tentacool,venonat,staryu,doduo
golem,primeape,fearow,abra,paras,haunter
dodrio,diglett,machamp,vaporeon,omanyte,metapod
diglett,onix,kabutops,dratini,nidoran-f,diglett
flareon,tauros,squirtle,tauros,mankey,pidgey
fearow,gengar,slowbro,lickitung,tentacruel,drowzee
snorlax,shellder,lapras,nidoqueen,golduck,magnemite
rhydon,bulbasaur,krabby,raticate,tentacool,persian
sandshrew,kadabra,moltres,wigglytuff,grimer,magikarp
kakuna,gastly,persian,spearow,horsea,kakuna
dratini,haunter,onix,charizard,farfetch'd,scyther
zubat,nidoran-m,venonat,ditto,mankey,golbat
staryu,kabuto,vulpix,venomoth,sandslash,oddish
ekans,nidoran-f,charizard,sandshrew,dewgong,staryu
ditto,kingler,poliwhirl,aerodactyl,metapod,vileplume
shellder,parasect,pidgeot,scyther,rhydon,aerodactyl
cubone,kabuto,caterpie,pidgeotto,fearow,jynx
jigglypuff,primeape,eevee,poliwhirl,jolteon,dugtrio
sandslash,shellder,seaking,jynx,hitmonlee,alakazam
gloom,pinsir,lapras,magikarp,magneton,ivysaur
gastly,dugtrio,goldeen,butterfree,golbat,golem
bellsprout,slowpoke,pidgey,bellsprout,poliwag,nidoking
magneton,electrode,flareon,nidoking,gyarados,eevee
beedrill,golbat,kadabra,horsea,cubone,jigglypuff
persian,geodude,gyarados,weedle,cloyster,diglett
rattata,magmar,hitmonlee,pinsir,vileplume,growlithe
kadabra,ivysaur,marowak,hitmonchan,rhydon,zapdos
cubone,dragonair,nidoran-f,electrode,bellsprout,rhyhorn
nidoran-f,tauros,machop,kabutops,weedle,cubone
tentacool,horsea,zubat,golduck,golem,flareon
geodude,tangela,krabby,blastoise,ekans,aerodactyl
pidgey,gastly,poliwhirl,jigglypuff,dewgong,dodrio
nidoking,jynx,gyarados,lickitung,golduck,growlithe
wigglytuff,abra,caterpie,machamp,ditto,psyduck
metapod,rapidash,rhyhorn,magikarp,caterpie,pidgey
clefable,seadra,zubat,hitmonlee,pinsir,beedrill
alakazam,seel,diglett,fearow,venonat,poliwrath
muk,mankey,dratini,vulpix,charizard,mankey
doduo,arcanine,machamp,nidoking,flareon,psyduck
parasect,gyarados,venonat,electrode,starmie,omanyte
nidorino,eevee,drowzee,horsea,seel,jynx
exeggutor,kingler,rhyhorn,mr. mime,persian,flareon
kakuna,jynx,farfetch'd,bulbasaur,rhydon,fearow
magneton,dodrio,electrode,zubat,caterpie,hypno
scyther,electrode,starmie,slowpoke,growlithe,fearow
clefairy,dewgong,vileplume,geodude,lickitung,geodude
persian,meowth,jigglypuff,omanyte,ditto,tentacruel
rhyhorn,psyduck,geodude,victreebel,paras,clefable
magikarp,dodrio,machoke,nidoran-f,omanyte,paras
weedle,dugtrio,magnemite,ivysaur,seel,cloyster
poliwrath,ponyta,ninetales,ekans,nidoqueen,jolteon
persian,lickitung,raichu,abra,haunter,gastly
dragonair,mankey,electrode,krabby,poliwrath,machop
graveler,beedrill,venonat,drowzee,gengar,arcanine
pidgey,pidgey,tauros,oddish,porygon,machoke
weedle,shellder,seel,sandslash,cubone,mankey
hitmonchan,poliwrath,kingler,mankey,weepinbell,exeggcute
bellsprout,magmar,venomoth,venusaur,ditto,mewtwo
nidorino,primeape,hitmonlee,mewtwo,kadabra,moltres
wigglytuff,victreebel,porygon,butterfree,diglett,zapdos
raticate,mankey,dratini,wigglytuff,alakazam,mankey
blastoise,hitmonchan,articuno,machop,nidoran-m,pidgeot
weezing,omastar,hitmonlee,slowpoke,magmar,paras
articuno,poliwag,kangaskhan,staryu,kabutops,beedrill
poliwag,slowpoke,articuno,golem,charmeleon,scyther
voltorb,scyther,dratini,exeggutor,marowak,nidoran-m
cloyster,dugtrio,pidgeotto,dragonite,venonat,tentacool
grimer,victreebel,butterfree,nidoran-f,machamp,golduck
kangaskhan,clefairy,poliwhirl,muk,jigglypuff,magnemite
graveler,vulpix,victreebel,clefable,jynx,flareon
aerodactyl,rhyhorn,lickitung,dewgong,kingler,farfetch'd
alakazam,magneton,machop,scyther,flareon,alakazam
oddish,seadra,pikachu,zubat,oddish,golem
machamp,weedle,pikachu,victreebel,ditto,machamp
exeggutor,poliwrath,squirtle,poliwag,butterfree,bulbasaur
sandshrew,ekans,venonat,machamp,kingler,squirtle
nidoran-m,drowzee,kadabra,ponyta,hypno,nidoran-m
snorlax,ekans,staryu,moltres,bulbasaur,venusaur
spearow,eevee,abra,slowpoke,venusaur,ditto
eevee,charmeleon,kangaskhan,kangaskhan,magmar,butterfree
nidoking,magneton,doduo,sandshrew,psyduck,snorlax
raticate,magneton,aerodactyl,venomoth,nidoking,metapod
wartortle,vaporeon,dragonite,cloyster,spearow,onix
persian,horsea,diglett,onix,aerodactyl,persian
jynx,seadra,onix,charmeleon,butterfree,onix
kadabra,electrode,magneton,rhyhorn,flareon,caterpie
jigglypuff,diglett,nidorina,clefairy,zapdos,snorlax
tentacool,metapod,hitmonlee,golbat,persian,omanyte
weepinbell,koffing,weezing,kingler,articuno,raticate
seadra,kabuto,bellsprout,bulbasaur,drowzee,dratini
fearow,victreebel,vulpix,charmeleon,ninetales,goldeen
nidorina,ninetales,caterpie,cloyster,tauros,horsea
flareon,graveler,horsea,machop,dragonair,arbok
electrode,omastar,nidoking,parasect,seaking,kangaskhan
blastoise,seadra,staryu,kangaskhan,dodrio,venomoth
wartortle,dragonite,onix,vileplume,nidoran-f,pidgeot
abra,butterfree,paras,poliwrath,pidgeotto,nidorina
kangaskhan,kakuna,bulbasaur,sandshrew,dewgong,machamp
koffing,dragonair,lapras,koffing,venusaur,voltorb
mew,abra,blastoise,onix,abra,golduck
horsea,dratini,blastoise,pidgeotto,ivysaur,gastly
nidoking,lapras,zapdos,persian,nidoran-f,staryu
rhydon,jolteon,chansey,psyduck,goldeen,primeape
gastly,weedle,blastoise,mankey,raichu,slowpoke
sandslash,pinsir,fearow,kabuto,gyarados,pikachu
nidoking,staryu,mankey,farfetch'd,seadra,cloyster
staryu,arcanine,mew,lapras,poliwag,vileplume
nidoqueen,lickitung,kadabra,omastar,horsea,koffing
lickitung,ekans,graveler,mr. mime,krabby,clefable
tentacruel,wigglytuff,magikarp,charmander,charmander,clefairy
golem,ekans,grimer,haunter,zubat,alakazam
goldeen,ditto,electrode,bellsprout,venomoth,rapidash
nidoqueen,blastoise,blastoise,paras,slowpoke,arbok
magneton,nidoqueen,raichu,tangela,pidgey,charizard
machop,mr. mime,machoke,ditto,growlithe,gloom
primeape,parasect,pinsir,slowbro,fearow,goldeen
hypno,marowak,squirtle,sandslash,articuno,ninetales
caterpie,kadabra,electabuzz,omastar,paras,tentacool
pinsir,gengar,tentacruel,parasect,sandshrew,caterpie
nidorina,raticate,poliwrath,machoke,electabuzz,marowak
seaking,tauros,eevee,nidoran-m,venomoth,nidoran-f
starmie,ivysaur,electabuzz,pinsir,muk,shellder
poliwhirl,rhydon,geodude,articuno,dratini,marowak
vulpix,scyther,rhyhorn,golem,slowbro,meowth
pinsir,venomoth,abra,alakazam,mr. mime,jolteon
doduo,snorlax,bellsprout,sandshrew,hypno,ditto
gyarados,seadra,mewtwo,electabuzz,dugtrio,magnemite
grimer,snorlax,chansey,rattata,clefable,bulbasaur
golem,nidorina,magmar,nidoran-f,victreebel,krabby
seaking,pidgeot,nidoran-m,blastoise,krabby,poliwag
cubone,weedle,lickitung,venusaur,jigglypuff,growlithe
metapod,meowth,lapras,haunter,wigglytuff,onix
vileplume,farfetch'd,wartortle,machamp,sandslash,hitmonchan
clefairy,nidoran-m,fearow,rattata,metapod,butterfree
mew,geodude,charizard,vileplume,poliwag,tauros
metapod,marowak,wartortle,magnemite,cloyster,drowzee
charmander,tentacool,moltres,haunter,squirtle,kakuna
beedrill,nidoking,lapras,arcanine,dugtrio,mankey
